||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| disableParam_NT || Do you remove it from the NT version output? || Parameters marked with ○ are excluded in the NT version package. || BOOL_CIRCLECROSS_TYPE ||
|| disableParamReserve1 || Reserve for package output 1 || Reserve for package output 1 || - ||
|| disableParamReserve2 || Reserve for package output 2 || Reserve for package output 2 || - ||
|| logicId || Logic script ID || Set the ID of the logic created by the script. || - ||
|| battleGoalID || Battle goal ID || Battle goal ID || - ||
|| searchEye_dist || Searching enemy vision_distance [m] || Search range by visual search. || - ||
|| searchEye_angY || Searching enemy vision_angle (width) [deg] || Search range by visual search. || - ||
|| isNoAvoidHugeEnemy || Do you not detour a huge enemy? || Do you not detour a huge enemy? || BOOL_CIRCLECROSS_TYPE ||
|| enableWeaponOnOff || Do you want to pull out the sword? || Do you want to pull out the sword? || BOOL_CIRCLECROSS_TYPE ||
|| targetAILockDmyPoly || Do you aim for Rock Damipoli (for enemies)? || Do you aim for Rock Damipoli (for enemies)? || BOOL_CIRCLECROSS_TYPE ||
|| pad8 || Padding ||  || - ||
|| spEffectId_RangedAttack || Special effects ID for ranged attacks || Special effects ID for ranged attacks || - ||
|| searchTargetLv1ForgetTime || Search enemy Lv1 Target Forget time [sec] || Search enemy Lv1 Target Time to forget. || - ||
|| searchTargetLv2ForgetTime || Search enemy Lv2 Target Forget time [sec] || Search enemy Lv2 time to forget the target. || - ||
|| BackHomeLife_OnHitEneWal || Back Home time when touching an enemy wall [sec] || The life of the BackToHome goal when it touches an enemy wall that blocks the block || - ||
|| SightTargetForgetTime || Time to forget the visual target [sec] || Time to forget the visual target. || - ||
|| idAttackCannotMove || EzState number to do when you get stuck || An action that automatically takes place when a destructible object stops it. || - ||
|| ear_dist || Hearing_distance [m] || Hearing search range ... || - ||
|| callHelp_ActionAnimId || Companion call response action anime ID || Animation ID (EzStateAnimID) when responding || - ||
|| callHelp_CallActionId || Fellow call _ Fellow call action ID || Action ID (EzStateAnimID) when calling a friend || - ||
|| eye_dist || Visual_distance [m] || Visual search range. || - ||
|| isGuard_Act || Whether to use a guard during action || Whether to guard against actions (assumed when returning home, looking toward the target) || BOOL_DODONT_TYPE ||
|| pad6 || Padding ||  || - ||
|| ear_soundcut_dist || Hearing influence cut distance [m] || The distance to reduce the size of the sound source. You will not hear any sound below this distance. || - ||
|| nose_dist || Smell _ distance [m] || Search range by smell. || - ||
|| maxBackhomeDist || Distance to go home no matter what [m] || COMMON_SetBattleActLogic argument || - ||
|| backhomeDist || Distance to return home while fighting [m] || COMMON_SetBattleActLogic argument || - ||
|| backhomeBattleDist || Distance to give up and fight to return to the nest [m] || COMMON_SetBattleActLogic argument || - ||
|| nonBattleActLife || Non-combat action time when conscious of the enemy [sec] || COMMON_SetBattleActLogic argument || - ||
|| BackHome_LookTargetTime || When returning home: Time to look at the target [sec] || When returning home: Time to look at the target [sec] || - ||
|| BackHome_LookTargetDist || When returning home: Distance to see the target [m] || When returning home: Distance to see the target [m] || - ||
|| SoundTargetForgetTime || Time to forget the sound target [sec] || Time to forget the sound target. || - ||
|| BattleStartDist || Battle start distance [m] ||  || - ||
|| callHelp_MyPeerId || Calling friends Your fellow group ID || My fellow group ID || - ||
|| callHelp_CallPeerId || Companion call Companion group ID || Companion group ID to call a companion || - ||
|| targetSys_DmgEffectRate || Damage impact rate [%] || Damage impact rate acquisition (target system evaluation information) || - ||
|| TeamAttackEffectivity || Team attack influence [0-100] || A value for determining the number of simultaneous attacks in a team. Increasing the value reduces the number of people who can participate in the attack at the same time. || - ||
|| eye_angX || Vision_angle (height) [deg] || Visual search range. || - ||
|| eye_angY || Visual_angle (width) [deg] || Visual search range. || - ||
|| disableDark || Does not affect the darkness || Whether the alert vision_distance and battle start distance are not affected by the darkness || ON_OFF ||
|| caravanRole || Role in the caravan || Role in the caravan || NPC_THINK_CARAVAN_ROLE ||
|| callHelp_CallValidMinDistTarget || Companion call_minimum distance to the target [m] || If it is closer than this value, you cannot call a friend. || - ||
|| callHelp_CallValidRange || Calling friends_Effective distance to call friends [m] || Do not call if the companion is farther than this value. || - ||
|| callHelp_ForgetTimeByArrival || Time to forget after answering a fellow call [sec] || Time to respond || - ||
|| callHelp_MinWaitTime || Minimum waiting time for response [ssm => ss. mSec] || Minimum time for the first wait goal of the response goal [101 => 10.1sec] || - ||
|| callHelp_MaxWaitTime || Maximum waiting time for response [ssm => ss. mSec] || Maximum time for the first waiting goal of the response goal [101 => 10.1sec] || - ||
|| goalAction_ToCaution || Goal action: alert / normal sound || Goal action: Target becomes alert due to normal sound detection || NPC_THINK_GOAL_ACTION ||
