DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Solo play Fade out start time at death [seconds],How many seconds have passed after "YOU DIED" is displayed at the time of death of solo play to start fading out?,0,99,100,f32,0.1,%.2f,f32,None
White, Black Ghost Fade Out Start Time [Seconds],How many seconds have passed after "YOU DIED" is displayed when a white or black ghost dies to start fading out?,0,99,200,f32,0.1,%.2f,f32,None
Maximum player HP,It is used to calculate what percentage of the gauge length provided by the resource is used when displaying the HP gauge.,0,99999,300,s32,1,%d,s32,None
Maximum player MP,It is used to calculate what percentage of the gauge length provided by the resource is used when displaying the MP gauge.,0,99999,400,s32,1,%d,s32,None
Maximum player SP,It is used to calculate what percentage of the gauge length provided by the resource is used when displaying the SP gauge.,0,99999,500,s32,1,%d,s32,None
Action panel switching judgment_player speed [m / sec],Action panel Switchable player speed. Switchable if below this speed,0,1E+09,600,f32,0.01,%.2f,f32,None
Action panel switching judgment_player speed judgment time [sec],Action panel Consideration time to increase the speed of switchable players. Use the average speed of this time (systematically up to 4 seconds),0,4,700,f32,0.01,%.2f,f32,None
Vertical position of the key guide icon,Vertical position of key guide icon (+: top,-: bottom),-1000,1000,110,s32,1,%d,s32,None
Cursor selection radius [px],If the cursor position is within this radius, it means that it is selected.,0.1,1000,1890,f32,0.1,%.1f,f32,None
reserve,(dummy8),,,800,dummy8,,%d,dummy8,None
Decal offset (left and right),Decal display position offset left and right,-255,255,8000,s32,1,%d,s32,None
Decal offset (up and down),Decal display position offset vertical direction,-255,255,8010,s32,1,%d,s32,None
FE: Search icon display time [seconds],The number of seconds it takes for the FE Search icon to start fading in and then fading out.,0,99,1300,f32,0.1,%.2f,f32,None
FE: Battle icon display time [seconds],The number of seconds it takes for the FE Battle icon to start fading in and then fading out.,0,99,1400,f32,0.1,%.2f,f32,None
Cursor movement speed [px / sec],Movement speed when moving smoothly,1,3000,1500,f32,0.1,%.1f,f32,None
First movement distance of the cursor [px],Distance to move only once at the first input,1,3000,1600,f32,0.1,%.1f,f32,None
Delay time for the first movement of the cursor [sec],The time it takes to move only once at the first input,0.01,10,1700,f32,0.01,%.2f,f32,None
Wait until the cursor moves [sec],Waiting time from input to smooth movement,0,10,1800,f32,0.01,%.2f,f32,None
Cursor snap radius [px],Move the cursor closer than this radius to start adsorption (for snap mode),0.1,1000,1900,f32,0.1,%.1f,f32,None
Cursor snap time [sec],The time it takes to start and complete adsorption,0.01,10,2000,f32,0.01,%.2f,f32,None
Item acquisition log: Display time of 1 line [sec],Time to add one line of log and fade out. There is a timer for each line,0.01,100,2100,f32,0.01,%.2f,f32,None
Upper limit of player maximum SA (trunk value),It is used to calculate what percentage of the gauge length provided by the resource is used when displaying the SA gauge.,0,99999,2200,s32,1,%d,s32,None
Underground map switchable event flag ID,Specify the event flag ID that manages whether it is possible to switch to the underground map. When this event flag ID is ON, it is possible to switch to the underground map.,0,-294967297,2300,u32,1,%u,u32,None
Additional ban distance for traversal range [m],Distance (m) that extends in four directions around the player. I decided to break through this range,0,3000,2400,f32,0.1,%.1f,f32,None
Wait time before and after scrolling [sec],The number of seconds to wait before and after scrolling through the long text of the operation announcement. For example, if it is 3 seconds, wait for a total of 6 seconds before and after.,0,1000,4000,f32,0.01,%.2f,f32,None
Scrolling speed [px / sec],Scrolling speed (pixels / second) when scrolling long sentences in the operation announcement. It does not depend on the screen size. Think of the entire menu as 1920x1080,1,100000,4100,s32,1,%.1f,s32,None
Display time when not scrolling [sec],The number of seconds to display when it is a short sentence that does not require scrolling of the operation announcement,0,1000,4300,f32,0.01,%.2f,f32,None
Number of scrolls,Number of times to repeat when scrolling long sentences of management announcement,1,99,4200,u8,1,%d,u8,None
reserve,(dummy8),,,13001,dummy8,,,dummy8,None
Display distance_Memo marker [m],Display distance [m] of the memo marker displayed on the compass. Anything closer than this distance will be displayed,0,10000,6000,f32,0.1,%.1f,f32,None
Display distance_bonfire [m],The display distance of the bonfire displayed on the compass [m]. Anything closer than this distance will be displayed,0,10000,6100,f32,0.1,%.1f,f32,None
Goal judgment distance of destination marker [m],Goal judgment distance [m] of the destination marker. The destination marker disappears when you get closer than this distance,0,1000,2500,f32,0.1,%0.1f,f32,None
Saturation / brightness slider movement amount [% / sec],Amount of movement of the saturation / brightness slider of the color control [% / sec]. Maximum amount to move in 1 second when each value is 0% to 100%. Since it is operated with an analog stick, it becomes a ratio by the input value.,0.1,1000,8100,f32,0.1,%0.1f,f32,None
Weight before OP movie [sec],Wait time before playing the OP movie. > SEQ 15261,0,99,3300,f32,0.01,%.2f,f32,None
Key guide icon scale [%],The scale value of the key guide icon. 100% is the texture size as it is,0.1,1000,100,f32,0.1,%0.1f,f32,None
Scale of key guide icon for pad operation list [%],Scale value of the key guide icon for the pad operation list. 100% is the texture size as it is,0.1,1000,200,f32,0.1,%0.1f,f32,None
Vertical position of the key guide icon for the pad operation list,Vertical position of the key guide icon for the pad operation list (+: top,-: bottom),-1000,1000,210,s32,1,%d,s32,None
Key guide icon scale for key config [%],The scale value of the key guide icon for the key config. 100% is the texture size as it is,0.1,1000,300,f32,0.1,%0.1f,f32,None
Vertical position of the key guide icon for key config,Vertical position of key guide icon for key config (+: top,-: bottom),-1000,1000,310,s32,1,%d,s32,None
