DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Sound bank ID,Sound bank ID (-1: no bank, other: bank with specified ID),-1,999999,2400,s32,1,%d,s32,Wrap
Destruction sound SEID,Destruction sound SEID (9 digits) -1: Generated from assetId,-1,999999999,2401,s32,1,%d,s32,Wrap
Drawing parameter reference ID,Drawing parameter reference ID. The reference ID for the part drawing parameter .xlsm.,-1,999999,1000,s32,1,%d,s32,Wrap
Static asset hit build settings,Sets the hit build type for static assets. Ignored for dynamic assets.,0,127,1010,s8,1,%d,ASSET_HIT_CREATE_TYPE_ENUM,Wrap
Asset behavior type,Dynamic (all asset features available), static (light assets with limited functionality treated as old maps), partially static (partially destroyed assets),0,1,10,u8,1,%d,ASSET_BEHAVIOR_TYPE,Wrap
Collision detection type,Collision detection type. You can set what the asset will hit.,0,127,1011,u8,1,%d,ASSET_COLLISION_TYPE,Wrap
Rain cutoff setting,It is a type of rain blocking. You can set the blocking of SFX and wet expression.,0,2,1001,u8,1,%d,RAIN_BLOCKING_TYPE,Wrap
HP,Durability until destruction (-1: Indestructible),-1,9999,3000,s16,1,%d,s16,None
Defense power,Attack power below this value is no damage,0,9999,3001,u16,1,%d,u16,None
Forced stop time after destruction,Time from destruction to forced stop of rigid body (do not force stop at 0),0,9999,3010,f32,0.01,%f,f32,Wrap
SFX ID at the time of destruction,SFX ID on destruction (-1: default (810030)),-1,999999999,3020,s32,1,%d,s32,None
SFX Damipoli ID at the time of destruction,SFX generation position at the time of destruction Damipoly ID (-1: placement position),-1,99999999,3021,s32,1,%d,s32,Wrap
SFX identifier when landing after destruction,Object material-dependent SFX identifier that regenerates when first landing after being destroyed (-1: does not occur),-1,31,3022,s32,1,%d,s32,Wrap
Bomb generation at the time of destruction Action parameter ID,Action parameter of [bullet] at the time of destruction (-1: does not occur). Please note that there is an offset specification due to laps. ([GR] SEQ35556),-1,999999999,3030,s32,1,%d,s32,Wrap
Damipoli ID,Location of [bullet] at the time of destruction Damipoli ID (-1: placement position),-1,99999999,3031,s32,1,%d,s32,Wrap
Hidden debris Wait time (seconds),Hidden debris Waiting time (seconds),0,9999,3040,f32,0.01,%f,f32,Wrap
Debris non-display time (seconds),Time to hide debris (seconds),0,9999,3041,f32,0.01,%f,f32,Wrap
AI sound ID generated at the time of destruction,AI sound ID generated at the time of destruction,0,99999999,3050,s32,1,%d,s32,Wrap
At the time of destruction_Item lottery type,A type that decides how to obtain items drawn at the time of destruction,0,1,3061,s8,1,%d,ASSET_BREAK_ITEM_LOT_TYPE_ENUM,Wrap
Anime destruction ID maximum value,What is the animation destruction ID from 0 to what?,0,99,3009,u8,1,%d,u8,Wrap
Bomb generation attribute damage condition at the time of destruction,Generates a bullet if the last damage received when destroying an asset meets the conditions of this setting.,0,127,3032,s8,1,%d,ASSET_BREAK_ATTRIBUTE_DAMAGE_TYPE,Wrap
Will it break in a player collision?,Broken when the player touches (0: no, 1:),0,1,3003,u8,1,%d,u8,Wrap
Will it be destroyed by an enemy character collision?,Broken when an enemy character touches (0: No, 1: Ru),0,1,3004,u8,1,%d,u8,Wrap
Will it break if the character gets on it?,Will it break if the character gets on (0: it won't break 1: it will break),0,1,3006,u8,1,%d,u8,Wrap
No destruction for initial appearance,Broken at the initial appearance of the player (0: ru, 1: no),0,1,3007,u8,1,%d,u8,Wrap
Is it anime destruction?,Is it animation destruction (0: physical destruction, 1: animation destruction),0,1,3008,u8,1,%d,u8,Wrap
Do you want to shield the damage?,Whether to pass the damage to the other side when receiving damage (0: pass, 1: do not pass),0,1,2500,u8,1,%u,u8,Wrap
Do you play the attack,Do you play the attack (0: do not play, 1: play),0,1,2501,u8,1,%d,u8,Wrap
Reserve 2,,,,99999,dummy8,,%d,dummy8,Wrap
Is it a ladder?,Is it a ladder (0: different, 1: yes),0,1,5001,u8,1,%d,u8,Wrap
Is it a moving object?,Is it a moving object? It is a flag used for branching of movement processing at the time of multi (0: different, 1: yes),0,1,5000,u8,1,%d,u8,Wrap
Is it treated as a celestial sphere?,Processing that treats the celestial sphere (player tracking, etc.) is performed (0: different, 1: yes),0,1,1004,u8,1,%d,u8,Wrap
Do you want to stop the animation during the poly play?,Do you want to stop the animation during the poly play (0: not, 1: do),0,1,5004,u8,1,%d,u8,Wrap
Will it burn,Will it burn (0: not, 1:),0,1,3200,u8,1,%d,u8,Wrap
Is there a change during recollection?,If this flag is ○, the parameter "At the time of recollection _ ***" will be used for the assets to be collected again in units of placement.,0,1,3110,u8,1,%d,BOOL_CIRCLECROSS_TYPE,Wrap
