DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Texture filter quality,Texture filter quality (default Midele),0,4,1,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
AA quality,AA quality (default High),0,4,2,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
SSAO quality,SSAO quality (default High),0,4,3,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Depth of field quality,Depth of field quality (default High),0,4,4,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Motion blur quality,Motion blur quality (default High),0,4,5,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Shadow quality,Shadow quality (default High),0,4,6,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Lighting quality,Lighting quality (default High),0,4,7,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Effect quality,Effect quality (default High),0,4,8,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Decal quality,Decal quality (default High),0,4,9,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Reflection quality,Reflection quality (default High),0,4,10,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Water quality,Water quality (default High),0,4,11,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Shader quality,Shader quality (default High),0,4,12,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
Volumetric effect quality,Volumetric effect quality (default High),0,4,13,u8,1,%u,GX_QUALITY_LEVEL_ENUM,Wrap
dmy,,,,15,dummy8,,%u,dummy8,Wrap
