DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Do you remove it from the NT version output?,Parameters marked with ○ are excluded in the NT version package.,0,1,0,u8,1,%d,BOOL_CIRCLECROSS_TYPE,None
Reserve for package output 1,Reserve for package output 1,,,601,dummy8,,%d,dummy8,None
Reserve for package output 2,Reserve for package output 2,,,602,dummy8,,%d,dummy8,None
Conversation character entity ID,Used as a foreign key when referencing from a conversation.,0,-294967297,100,u32,1,%u,u32,Wrap
Defeat Target List Entity ID,Entity ID of the character / group to be defeated by the buddy when summoned from this stele,0,-294967297,200,u32,1,%u,u32,Wrap
Summoned event flag ID,Flag ID that stands when summoned from a stone monument. When this flag is set, the stone monument cannot be summoned.,0,-294967297,300,u32,1,%u,u32,Wrap
Is it special?,Is the stone monument an SP stone monument or a general-purpose stone monument? A bool that distinguishes.,0,1,400,u8,1,%s,BOOL_CIRCLECROSS_TYPE,Wrap
Padding,,,,603,dummy8,,,dummy8,None
Padding,,,,604,dummy8,,,dummy8,None
Buddy ID,ID of the buddy parameter. If "Special" is ○, this buddy ID will be summoned.,0,999999999,500,s32,1,%d,s32,Wrap
Special effects ID for doping,Special effect ID applied to the buddy when summoning the buddy.,-1,999999,600,s32,1,%d,s32,Wrap
Buddy activation distance [m],If there is at least one character to be defeated in this range, you can summon a buddy at that stone monument.,0,999,550,u16,1,%d,u16,Wrap
Buddy homecoming distance overwrite [m],Buddy's homecoming distance can be overridden,-1,999,570,s16,1,%d,s16,Wrap
Launch range overwrite area entity ID,The range where the buddy can be summoned can be overwritten in the area of the specified entity ID.,0,-294967297,560,u32,1,%u,u32,Wrap
Warning range overwrite area entity ID,Warning area entity ID,0,-294967297,561,u32,1,%u,u32,Wrap
Padding,,,,605,dummy8,,,dummy8,None
