DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
SFX identifier: 00,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,1,u32,1,%d,u32,Wrap
SFX identifier: 01,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,2,u32,1,%d,u32,Wrap
SFX identifier: 02,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,3,u32,1,%d,u32,Wrap
SFX identifier: 03,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,4,u32,1,%d,u32,Wrap
SFX identifier: 04,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,5,u32,1,%d,u32,Wrap
SFX identifier: 05,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,6,u32,1,%d,u32,Wrap
SFX identifier: 06,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,7,u32,1,%d,u32,Wrap
SFX identifier: 07,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,8,u32,1,%d,u32,Wrap
SFX identifier: 08,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,9,u32,1,%d,u32,Wrap
SFX identifier: 09,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,10,u32,1,%d,u32,Wrap
SFX identifier: 10,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,11,u32,1,%d,u32,Wrap
SFX identifier: 11,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,12,u32,1,%d,u32,Wrap
SFX identifier: 12,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,13,u32,1,%d,u32,Wrap
SFX identifier: 13,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,14,u32,1,%d,u32,Wrap
SFX identifier: 14,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,15,u32,1,%d,u32,Wrap
SFX identifier: 15,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,16,u32,1,%d,u32,Wrap
SFX identifier: 16,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,17,u32,1,%d,u32,Wrap
SFX identifier: 17,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,18,u32,1,%d,u32,Wrap
SFX identifier: 18,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,19,u32,1,%d,u32,Wrap
SFX identifier: 19,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,20,u32,1,%d,u32,Wrap
SFX identifier: 20,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,21,u32,1,%d,u32,Wrap
SFX identifier: 21,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,22,u32,1,%d,u32,Wrap
SFX identifier: 22,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,23,u32,1,%d,u32,Wrap
SFX identifier: 23,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,24,u32,1,%d,u32,Wrap
SFX identifier: 24,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,25,u32,1,%d,u32,Wrap
SFX identifier: 25,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,26,u32,1,%d,u32,Wrap
SFX identifier: 26,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,27,u32,1,%d,u32,Wrap
SFX identifier: 27,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,28,u32,1,%d,u32,Wrap
SFX identifier: 28,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,29,u32,1,%d,u32,Wrap
SFX identifier: 29,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,30,u32,1,%d,u32,Wrap
SFX identifier: 30,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,31,u32,1,%d,u32,Wrap
SFX identifier: 31,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,32,u32,1,%d,u32,Wrap
SFX identifier: 32,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,33,u32,1,%d,u32,Wrap
SFX identifier: 33,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,34,u32,1,%d,u32,Wrap
SFX identifier: 34,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,35,u32,1,%d,u32,Wrap
SFX identifier: 35,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,36,u32,1,%d,u32,Wrap
SFX identifier: 36,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,37,u32,1,%d,u32,Wrap
SFX identifier: 37,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,38,u32,1,%d,u32,Wrap
SFX identifier: 38,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,39,u32,1,%d,u32,Wrap
SFX identifier: 39,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,40,u32,1,%d,u32,Wrap
SFX identifier: 40,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,41,u32,1,%d,u32,Wrap
SFX identifier: 41,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,42,u32,1,%d,u32,Wrap
SFX identifier: 42,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,43,u32,1,%d,u32,Wrap
SFX identifier: 43,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,44,u32,1,%d,u32,Wrap
SFX identifier: 44,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,45,u32,1,%d,u32,Wrap
SFX identifier: 45,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,46,u32,1,%d,u32,Wrap
